Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;X
Alengbia;20501;U11;2003;2030;2030;2030;3;9;32;1;0;5;0;Nalengbia;2000;2019;x
Amisi;20502;U11;2003;2003;2030;2030;2;9;0;1;0;5;0;Gamisi;2000;2019;x
Buki;20503;U11;2003;2030;2030;2030;3;9;524288;1;0;5;0;Sbuki;2000;2019;x
Divioka;20504;U11;2003;2030;2030;2030;3;9;0;0;0;5;0;Unknown;2000;2019;x
Kabila;20505;U11;2003;2030;2030;2030;3;9;0;0;0;5;0;Jkabila;2000;2019;x
Kasereka;20506;U11;2003;2030;2030;2030;3;9;0;1;0;5;0;Unknown;2000;2019;x
Mabe;20507;U11;2003;2030;2030;2030;3;9;256;0;0;5;0;Mmabe;2000;2019;x
Mayala;20508;U11;2003;2030;2030;2030;3;9;0;0;0;5;0;Unknown;2000;2019;x
Mbandakulu;20509;U11;2003;2003;2030;2030;2;9;524288;1;0;5;0;Dmbandakulu;2000;2019;x
bin Muhemedi;20510;U11;2003;2030;2030;2030;3;9;0;1;0;5;0;Unknown;2000;2019;x
Mukiza;20511;U11;2003;2030;2030;2030;3;9;0;1;0;5;0;Unknown;2000;2019;x
Obeid;20512;U11;2003;2003;2030;2030;2;9;0;1;0;5;0;Unknown;2000;2019;x
Padiri;20513;U11;2003;2030;2030;2030;3;9;524288;2;0;5;0;Bpadiri;2000;2019;x
Sungilanga;20514;U11;2003;2030;2030;2030;3;9;0;1;0;5;0;Ksungilanga;2000;2019;x
Bahigwa;20515;U11;2003;2030;2030;2030;3;9;0;0;0;5;1;Unknown;2000;2019;x
Nyamuniobo;20516;U11;2003;2030;2030;2030;3;9;0;1;0;5;1;Bnyamuniobo;2000;2019;x
Kamara;20517;U11;2003;2030;2030;2030;3;9;0;0;0;5;2;Unknown;2000;2019;x
