Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;X
Abiyev;5000;AZB;2003;2003;2003;2030;1;9;0;1;0;5;0;Sabiyev_L;2003;2019;x
Asbulatam;5001;AZB;2003;2030;2030;2030;2;9;128;1;0;5;0;Unknown;2003;2019;x
Dhambulatov;5002;AZB;2003;2030;2030;2030;2;9;16;2;0;5;0;Unknown;2003;2019;x
Gasparyan;5003;AZB;2003;2030;2030;2030;2;9;2;3;0;5;0;Unknown;2003;2019;x
Kamalyan;5004;AZB;2003;2030;2030;2030;2;9;256;1;0;5;0;Unknown;2003;2019;x
Kazaryan;5005;AZB;2003;2003;2030;2030;2;9;0;1;0;5;0;Unknown;2003;2019;x
Khamfertsyan;5006;AZB;2003;2003;2030;2030;2;9;0;2;0;5;0;Unknown;2003;2019;x
Mahmudov;5007;AZB;2004;2030;2030;2030;3;9;0;0;0;5;0;Emahmudov;2004;2019;x
Makhov;5008;AZB;2003;2003;2030;2030;2;9;0;2;0;5;0;Unknown;2003;2019;x
Mamedov;5009;AZB;2003;2003;2030;2030;2;9;0;1;0;5;0;Unknown;2003;2019;x
Mehmandarov;5010;AZB;2003;2003;2030;2030;2;9;0;2;0;5;0;Unknown;2003;2019;x
Sadykhov;5011;AZB;2003;2003;2006;2030;1;9;0;2;0;5;0;Unknown;2003;2019;x
Tereschenko;5012;AZB;2003;2003;2030;2030;2;9;0;2;0;5;0;Unknown;2003;2019;x
Usubov;5013;AZB;2003;2003;2030;2030;2;9;0;1;0;5;0;Rusubov;2003;2019;x
Vasyak;5014;AZB;2003;2003;2003;2030;1;9;0;2;0;5;0;Unknown;2003;2019;x
Vezirov;5015;AZB;2003;2030;2030;2030;2;9;0;1;0;5;0;Unknown;2003;2019;x
Gallas;5016;AZB;2003;2030;2030;2030;2;9;0;1;0;5;1;Unknown;2003;2019;x
Sultanov;5017;AZB;2003;2030;2030;2030;2;9;0;2;0;5;1;Ssultanov;2003;2019;x
Thamzhakhalam;5018;AZB;2003;2003;2030;2030;2;9;0;1;0;5;1;Unknown;2003;2019;x
Krasnoshapka;5019;AZB;2003;2030;2030;2030;2;9;0;2;0;5;2;Unknown;2003;2019;x
Makhov;5020;AZB;2003;2030;2030;2030;2;9;0;1;0;5;2;Unknown;2003;2019;x
Rzayev;5021;AZB;2003;2002;2030;2030;2;9;4096;2;0;5;2;Rrzayev;2003;2008;x
