Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;X
Avendano;17501;COL;2003;2030;2030;2030;3;9;0;1;0;5;0;Unknown;2003;2019;x
Avila;17502;COL;2003;2030;2030;2030;3;9;0;2;0;5;0;Unknown;2003;2019;x
Ayala;17503;COL;2003;2030;2030;2030;3;9;0;1;0;5;0;Grayala;2003;2019;x
Castro J.D.;17504;COL;2003;2030;2030;2030;3;9;0;3;0;5;0;Jdcastro;2003;2019;x
Ceballos;17505;COL;2003;2030;2030;2030;3;9;4;3;0;5;0;Eceballos;2003;2019;x
Cortes;17506;COL;2003;2003;2030;2030;2;9;0;2;0;5;0;Jjcortes;2003;2019;x
Forero;17507;COL;2003;2030;2030;2030;3;9;0;1;0;5;0;Unknown;2003;2019;x
González O.E.;17508;COL;2003;2003;2008;2030;1;9;0;2;0;5;0;Oegonzalez;2003;2019;x
Jimeno;17509;COL;2003;2030;2030;2030;3;9;0;1;0;5;0;Unknown;2003;2019;x
Latorre;17510;COL;2003;2030;2030;2030;3;9;0;1;0;5;0;Unknown;2003;2019;x
de Leon;17511;COL;1997;2001;2004;2030;1;9;0;3;0;5;0;Fpdleon;2003;2019;x
Montoya;17512;COL;2003;2003;2003;2030;1;9;132;2;0;5;0;Mmontoya;2003;2019;x
Mora;17513;COL;1992;1997;2002;2030;1;9;0;3;0;5;0;Jemora;2003;2015;x
Ortiz F.;17514;COL;2003;2030;2030;2030;3;9;32;1;0;5;0;Fortiz;2003;2019;x
Ortiz J.A.;17515;COL;2003;2030;2030;2030;3;9;0;1;0;5;0;Unknown;2003;2019;x
Ospina;17516;COL;2003;2003;2002;2030;1;9;0;2;0;5;0;Caospina;2003;2019;x
Páez;17517;COL;2003;2030;2030;2030;3;9;0;1;0;5;0;Unknown;2003;2019;x
Parga;17518;COL;2003;2030;2030;2030;3;9;16;3;0;5;0;Unknown;2003;2019;x
Pico;17519;COL;2003;2003;2030;2030;2;9;0;3;0;5;0;Lrpico;2003;2019;x
Rico;17520;COL;2003;2030;2030;2030;3;9;0;3;0;5;0;Unknown;2003;2019;x
Rincón;17521;COL;2003;2030;2030;2030;3;9;0;1;0;5;0;Hfrincon;2003;2019;x
del Rio;17522;COL;2003;2030;2030;2030;3;9;0;1;0;5;0;Radelrio;2003;2019;x
Trujillo;17523;COL;2003;2003;2003;2030;1;9;0;1;0;5;0;Rctrujillo;2003;2019;x
Vasquez;17524;COL;2003;2030;2030;2030;3;9;32;1;0;5;0;Lgvasquez;2003;2019;x
Alvira;17525;COL;2003;2030;2030;2030;3;9;0;1;0;5;1;Dialvira;2003;2019;x
Barrera;17526;COL;2003;2030;2030;2030;3;9;0;1;0;5;1;Unknown;2003;2019;x
Castro V.V.;17527;COL;2003;2030;2030;2030;3;9;0;1;0;5;1;Unknown;2003;2019;x
Cely;17528;COL;2003;2006;2030;2030;2;9;0;3;0;5;1;Eacely;2003;2019;x
Covo;17529;COL;2003;2030;2030;2030;3;9;0;1;0;5;1;Rgcovo;2003;2019;x
Garcia H.J.;17530;COL;2003;2030;2030;2030;3;9;0;1;0;5;1;Hdjgarcia;2003;2019;x
Garcia R.;17531;COL;2003;2030;2030;2030;3;9;0;2;0;5;1;Rgarcia;2003;2019;x
Garzón;17532;COL;2003;2030;2030;2030;3;9;8192;1;0;5;1;Unknown;2003;2019;x
Gil;17533;COL;2003;2030;2030;2030;3;9;0;1;0;5;1;Rigil;2003;2019;x
González E.D.;17534;COL;2003;2030;2030;2030;3;9;0;1;0;5;1;Unknown;2003;2019;x
Hurtado;17535;COL;2003;2006;2030;2030;2;9;0;2;0;5;1;Gbhurtado;2003;2019;x
Malaver;17536;COL;2003;2003;2030;2030;2;9;4096;2;0;5;1;Omalaver;2003;2019;x
Moreno;17537;COL;2003;2003;2006;2030;1;9;0;3;0;5;1;Drmoreno;2003;2019;x
Narvaéz;17538;COL;2003;2030;2030;2030;3;9;10240;2;0;5;1;Canarvaez;2003;2019;x
Ordonez;17539;COL;2003;2030;2030;2030;3;9;0;1;0;5;1;Laordonez;2003;2019;x
Palma;17540;COL;2003;2030;2030;2030;3;9;0;1;0;5;1;Unknown;2003;2019;x
Parra;17541;COL;2003;2005;2030;2030;2;9;0;1;0;5;1;Japarra;2003;2019;x
Pena;17542;COL;2003;2030;2030;2030;3;9;0;2;0;5;1;Jjpena;2003;2019;x
Pineda;17543;COL;2003;2003;2003;2030;1;9;2048;3;0;5;1;Chpgallo;2003;2019;x
Román;17544;COL;2003;2003;2030;2030;2;9;0;2;0;5;1;Feroman;2003;2019;x
Sanabria J.J.;17545;COL;2003;2003;2030;2030;2;9;0;1;0;5;1;Unknown;2003;2019;x
Soto;17546;COL;2003;2003;2030;2030;2;9;4096;2;0;5;1;Msgomez;2003;2019;x
Velez;17547;COL;2003;2030;2030;2030;3;9;0;1;0;5;1;Hwvelez;2003;2019;x
Acosta;17548;COL;2003;2030;2030;2030;3;9;16384;2;0;5;2;Heacosta;2003;2019;x
Benitez;17549;COL;2003;2030;2030;2030;3;9;0;3;0;5;2;Ebbenitez;2003;2019;x
Borbon;17550;COL;2003;2030;2030;2030;3;9;65536;1;0;5;2;Unknown;2003;2019;x
Campo;17551;COL;2003;2030;2030;2030;3;9;16384;2;0;5;2;Unknown;2003;2019;x
Caro;17552;COL;2003;2030;2030;2030;3;9;0;1;0;5;2;Macaro;2003;2019;x
Chamorro;17553;COL;2003;2030;2030;2030;3;9;0;2;0;5;2;Jchamorro;2003;2019;x
Garcia L.A.;17554;COL;2003;2030;2030;2030;3;9;131072;3;0;5;2;Unknown;2003;2019;x
González A.;17555;COL;2003;2030;2030;2030;3;9;0;2;0;5;2;Agonzalez;2003;2019;x
González J.A.;17556;COL;2003;2030;2030;2030;3;9;8192;1;0;5;2;Unknown;2003;2019;x
León;17557;COL;2003;2030;2030;2030;3;9;0;3;0;5;2;Glleon;2003;2019;x
Lésmez;17558;COL;2003;2003;2003;2030;1;9;0;3;0;5;2;Ealesmez;2003;2019;x
Medina;17559;COL;2003;2030;2030;2030;3;9;0;1;0;5;2;Unknown;2003;2019;x
Noguera;17560;COL;2003;2030;2030;2030;3;9;0;3;0;5;2;Ajnoguera;2003;2019;x
Ocampo;17561;COL;2003;2030;2030;2030;3;9;0;2;0;5;2;Gaocampo;2003;2019;x
Peréz;17562;COL;2003;2030;2030;2030;3;9;4096;2;0;5;2;Jjperez;2003;2019;x
Pinto;17563;COL;2003;2030;2030;2030;3;9;0;1;0;5;2;Unknown;2003;2019;x
Rivera;17564;COL;2003;2030;2030;2030;3;9;0;3;0;5;2;Unknown;2003;2019;x
