Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;X
Antonetti;95501;U21;2003;2030;2030;2030;3;9;0;2;0;5;0;Lantonetti;2003;2019;x
Candee;95502;U21;2003;2030;2030;2030;3;9;0;1;0;5;0;Rlcandee;2003;2019;x
Ellsworth;95503;U21;2003;2030;2030;2030;3;9;0;2;0;5;0;Kellsworth;2003;2019;x
Gidley;95504;U21;2003;2030;2030;2030;3;9;4;1;0;5;0;Jgidley;2003;2019;x
Jones;95505;U21;2003;2030;2030;2030;3;9;0;2;0;5;0;Kjones;2003;2019;x
Harrel;95506;U21;2003;2030;2030;2030;3;9;132;2;0;5;0;Jharrel;2003;2019;x
Wade;95507;U21;2003;2030;2030;2030;3;9;0;3;0;5;0;Whwade;2003;2019;x
Greene;95508;U21;2003;2030;2030;2030;3;9;0;2;0;5;1;Pgreene;2003;2019;x
Heinrich;95509;U21;2003;2030;2030;2030;3;9;0;1;0;5;1;Mheinrich;2003;2019;x
Kraft;95510;U21;2003;2030;2030;2030;3;9;8192;3;0;5;1;Tkraft;2003;2019;x
Masso;95511;U21;2003;2030;2030;2030;3;9;0;1;0;5;1;Emasso;2003;2019;x
Shatynski;95512;U21;2003;2030;2030;2030;3;9;4096;2;0;5;1;Mshatynski;2003;2019;x
Willard;95513;U21;2003;2003;2003;2030;1;9;4096;3;0;5;1;L87675;2003;2019;x
Hargrove;95514;U21;2003;2030;2030;2030;3;9;0;1;0;5;2;Pjhargrove;2003;2019;x
Kight;95515;U21;2003;2030;2030;2030;3;9;0;1;0;5;2;Mkight;2003;2019;x
Lucas;95516;U21;2003;2030;2030;2030;3;9;0;2;0;5;2;Dlucas;2003;2019;x
Orian;95517;U21;2003;2030;2030;2030;3;9;0;2;0;5;2;Rorian;2003;2019;x
Rios;95518;U21;2003;2030;2030;2030;3;9;0;1;0;5;2;Mrios;2003;2019;x
Taylor;95519;U21;2003;2030;2030;2030;3;9;0;1;0;5;2;Gataylor;2003;2019;x
