Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;X
Abdulai;931501;GLD;2003;2030;2030;2030;3;9;0;2;0;5;0;Aabdulai;2000;2010;x
Adinkrah;931502;GLD;2003;2030;2030;2030;3;9;0;1;0;5;0;Jadinkrah;2000;2019;x
Ahiaglo;931503;GLD;2003;2030;2030;2030;3;9;0;0;0;5;0;Unknown;2000;2019;x
Attipoe;931504;GLD;2003;2030;2030;2030;3;9;0;1;0;5;0;Jattipoe;2000;2019;x
Baiden;931505;GLD;2003;2030;2030;2030;3;9;32;1;0;5;0;Unknown;2000;2010;x
Blay;931506;GLD;2003;2030;2030;2030;3;9;2621440;1;0;5;0;Pablay;2000;2019;x
Boateng Jul.;931507;GLD;2003;2003;2030;2030;2;9;0;1;0;5;0;Unknown;2000;2019;x
Danquah;931508;GLD;2003;2003;2030;2030;2;9;0;2;0;5;0;Jdanquah;2000;2010;x
Modey;931509;GLD;2003;2030;2030;2030;3;9;0;1;0;5;0;Unknown;2000;2019;x
Obeng;931510;GLD;2003;2030;2030;2030;2;9;0;1;0;5;0;Sobeng;2000;2019;x
Odotei;931511;GLD;2003;2030;2030;2030;3;9;0;1;0;5;0;Sodotei;2000;2019;x
Yaache;931512;GLD;2003;2030;2030;2030;3;9;0;1;0;5;0;Cyaache;2000;2019;x
Biekro;931513;GLD;2003;2030;2030;2030;3;9;0;0;0;5;1;Mbiekro;2000;2019;x
Gbenah;931514;GLD;2003;2030;2030;2030;3;9;0;0;0;5;1;Unknown;2000;2010;x
Nunoo;931515;GLD;2003;2030;2030;2030;3;9;0;1;0;5;1;Unknown;2000;2019;x
Quashie;931516;GLD;2003;2030;2030;2030;2;9;0;1;0;5;1;Mquarshie;2000;2019;x
Tahiru;931517;GLD;2003;2030;2030;2030;3;9;0;1;0;5;1;Unknown;2000;2019;x
Boateng Jos.;931518;GLD;2003;2030;2030;2030;3;9;0;1;0;5;2;Jboateng;2000;2019;x
Kadiri;931519;GLD;2003;2030;2030;2030;3;9;0;0;0;5;2;Unknown;2000;2019;x
Mantey;931520;GLD;2003;2030;2030;2030;3;9;0;1;0;5;2;Eamantey;2000;2010;x
Oje;931521;GLD;2003;2030;2030;2030;3;9;0;1;0;5;2;Msoje;2000;2019;x
