U77;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
96501;Head of State;Christine Gregoire;2003;2050;2050;SL;Benevolent Gentleman;High;Cgregoire;x
96502;Head of Government;Christine Gregoire;2003;2050;2050;SL;Silent Workhorse;High;Cgregoire;x
96503;Foreign Minister;Adam Smith;2003;2050;2050;SL;Great Compromiser;High;Asmith;x
96504;Minister of Armament;Rick Larsen;2003;2050;2050;SL;Battle Fleet Proponent;High;Rlarsen;x
96505;Minister of Security;Peter DeFazio;2003;2050;2050;SL;Silent Lawyer;High;Pdefazio;x
96506;Head of Military Intelligence;Ron Wyden;2003;2050;2050;SL;Dismal Enigma;High;Rwyden;x
96507;Chief of Staff;Peter Chiarelli;2003;2050;2050;SL;School of Manoeuvre;High;Pchiarelli;x
96508;Chief of Army;Raymond Rees;2003;2050;2050;ML;Elastic Defence Doctrine;High;Rrees;x
96509;Chief of Navy;Mark Vance;2003;2050;2050;ML;Power Projection Doctrine;High;Mvance;x
96510;Chief of Air Force;Gary Magonigle;2003;2050;2050;ML;Air Superiority Doctrine;High;Gmagonigle;x
;Replacements;;;;;;;x
96511;Chief of Army;Lawrence Lafrenz;2003;2050;2050;ML;Decisive Battle Doctrine;High;Llafrenz;x
96512;Chief of Army;Alan Gayhart;2003;2050;2050;SL;Armoured Spearhead Doctrine;High;Agayhart;x
96513;Chief of Staff;Timothy Lowenberg;2003;2050;2050;SL;School of Psychology;High;Tlowenberg;x
96514;Chief of Army;Bret Daugherty;2003;2050;2050;ML;Elastic Defence Doctrine;High;Bdaugherty;x
96515;Chief of Air Force;James Miller;2003;2050;2050;SL;Air Superiority Doctrine;High;Jcmiller;x
96516;Chief of Air Force;Charles Foster;2003;2050;2050;ML;Air Superiority Doctrine;High;Cfoster;x
96517;Chief of Army;William Burks;2003;2050;2050;ML;Armoured Spearhead Doctrine;High;Wburks;x
96518;Head of Military Intelligence;Jim Risch;2003;2050;2050;ML;Political Specialist;High;Jrisch;x
96519;Minister of Armament;Cathy Rodgers;2003;2050;2050;ML;Administrative Genius;High;Crodgers;x
96520;Foreign Minister;Rochelle Berkley;2003;2050;2050;SL;Ideological Crusader;High;Rberkley;x
96521;Minister of Security;John Ensign;2003;2050;2050;ML;Man of the People;High;Jensign;x
96522;Minister of Security;Alice Titus;2003;2050;2050;SL;Crime Fighter;High;Atitus;x
96523;Head of State;Ron Saxton;2003;2050;2050;ML;Weary Stiffneck;High;Rsaxton;x
96524;Head of Government;Ron Saxton;2003;2050;2050;ML;Corporate Suit;High;Rsaxton;x
96525;Head of State;Dino Rossi;2003;2050;2050;ML;Benevolent Gentleman;High;Drossi;x
96526;Head of Government;Dino Rossi;2003;2050;2050;ML;Corporate Suit;High;Drossi;x
96527;Head of State;Clement Otter;2003;2050;2050;ML;Die-hard Reformer;High;Cotter;x
96528;Head of Government;Clement Otter;2003;2050;2050;ML;Flamboyant Tough Guy;High;Cotter;x
